On-Time Staus of Flight,DESTMARK,DESTGEO,TERM,STRATA,ATYPE,AIRLINE,DEST,GATE,INTDATE,Q1,Q1A,Q1MIL,DEPTIME,PASSTIME,PASSMIN,Q2_1,Q3_1,Q4A,Q4B,Q4C,Q5,Q6,Q7,SAQ,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q8G,Q8H,Q8I,Q8J,Q8K,Q8L,Q8M,Q8N,Q10A,Q10B,Q10C,Q10D,Q10E,Q10F,Q11,Q12,Q13,Q13A1,Q13A2,Q13A3,Q14,Q15A,Q15B,Q16,Q17,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q19,Q20,Q21,MAIL,LANG
1,3,1,2,3,1,30,SEATTLE,51,9,43000,2,16:30,18:00,1:30,90,1,9,0,0,1,2,2,1,2,5,5,4,4,4,4,6,6,4,5,5,6,5,5,5,6,5,4,5,4,5,2,,,,,5,5,0,2,3,WA,98074,US,10,6,1,3,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,50000,2,17:00,18:00,1:00,60,2,5,2,1,1,2,2,2,2,4,4,4,4,5,5,5,5,4,6,4,6,3,4,5,5,5,5,5,5,4,1,5,6,,,12,5,5,2,3,WA,98292,US,10,4,2,1,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,43000,2,16:30,18:00,1:30,90,2,5,2,2,2,2,2,1,2,4,3,4,3,3,3,6,6,4,6,4,6,3,4,5,6,4,3,6,3,4,2,,,,,5,5,5,2,3,WA,99179,US,10,4,2,1,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,43000,2,16:30,18:00,1:30,90,3,2,1,2,2,2,2,1,2,4,3,4,4,6,3,6,6,1,6,6,6,6,2,5,6,6,6,6,4,5,2,,,,,19,4,0,2,2,CA,96131,US,10,2,1,1,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,44500,2,16:45,18:00,1:15,75,1,8,2,1,1,2,2,2,2,5,5,5,5,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,5,2,,,,,3,5,5,2,0,,,,99,3,1,1,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,,3,N,18:00,N,,3,1,1,2,2,2,2,3,2,4,3,3,3,3,3,3,3,3,3,3,3,2,3,4,4,2,2,3,3,3,1,3,5,,,6,3,3,2,1,CA,94404,US,2,5,1,3,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,51500,2,17:15,18:00,0:45,45,2,5,2,2,2,2,2,3,2,3,6,3,3,4,4,6,6,3,6,3,6,6,4,5,6,4,6,6,6,4,1,4,,,,5,4,5,1,1,CA,,US,1,2,2,0,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,30000,2,15:00,18:00,3:00,180,1,4,0,1,1,2,2,6,2,5,5,4,3,4,4,6,6,3,3,4,3,6,5,4,4,5,6,5,5,5,2,,,,,5,5,5,2,3,WA,98121,US,10,3,2,2,1,1
1,4,1,2,3,1,8,LOS ANGELES,58,9,51500,2,17:15,19:15,2:00,120,1,4,1,1,2,2,2,1,1,6,6,5,5,6,5,6,6,6,6,6,6,6,5,5,6,6,6,6,6,5,2,,,,,5,5,5,2,3,,,UK,15,7,1,4,1,1
1,4,1,2,3,1,8,LOS ANGELES,58,9,43000,2,16:30,19:15,2:45,165,2,4,1,1,1,1,2,2,1,4,4,4,4,6,4,6,6,4,6,6,6,6,4,5,6,6,6,5,5,5,2,,,,,5,4,5,2,3,,,AUSTRALIA,19,7,1,2,1,1
1,4,1,2,3,1,8,LOS ANGELES,58,9,51000,2,17:10,19:15,2:05,125,2,1,2,2,2,2,2,4,1,4,4,4,4,5,5,6,6,4,4,6,6,6,1,3,3,6,6,3,3,2,2,,,,,6,4,1,1,1,CA,94070,US,2,5,2,0,1,1
1,4,1,2,3,1,8,LOS ANGELES,58,9,51000,2,17:10,19:15,2:05,125,1,6,1,2,1,1,2,1,1,5,4,4,5,5,3,6,6,6,6,6,6,6,4,4,6,6,6,4,6,5,2,,,,,5,5,5,2,3,MD,21202,US,12,4,2,3,1,1
1,4,1,2,3,1,8,LOS ANGELES,58,9,54500,2,17:45,19:15,1:30,90,3,3,2,2,2,2,2,1,2,3,6,6,1,3,2,1,1,6,6,6,6,6,2,3,6,6,6,6,3,3,1,3,,,,11,1,2,1,4,CA,95521,US,10,3,2,0,1,1
1,4,1,2,3,1,8,LOS ANGELES,58,9,34500,2,15:45,19:15,3:30,210,2,2,1,1,1,2,2,2,2,4,4,4,4,6,5,6,6,5,6,6,6,6,4,5,6,6,6,5,5,5,2,,,,,7,4,4,1,1,CA,95126,US,4,2,2,1,1,1
1,4,1,2,3,1,8,LOS ANGELES,58,9,30000,2,15:00,19:15,4:15,255,2,2,1,1,1,0,0,3,2,4,5,3,5,6,4,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,,,,,7,5,5,2,1,CA,95426,US,4,2,1,1,1,1
1,4,1,2,3,1,8,LOS ANGELES,58,9,45000,2,16:50,19:15,2:25,145,1,12,1,1,1,1,2,1,2,6,3,3,4,6,3,4,6,6,6,6,6,6,3,5,6,6,6,4,5,4,2,,,,,5,4,4,2,3,,,AUSTRALIA,19,5,2,4,1,1
1,4,1,2,3,1,8,LOS ANGELES,58,9,60000,2,18:00,19:15,1:15,75,1,2,1,2,2,2,2,3,2,5,6,5,5,5,5,6,6,6,6,6,6,6,5,4,6,6,6,6,3,5,2,,,,,6,5,4,1,1,CA,94025,US,2,7,2,4,1,1
1,4,1,2,3,1,8,LOS ANGELES,58,9,60000,2,18:00,19:15,1:15,75,8,5,2,2,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,12,0,0,0,3,CA,90025,US,10,6,2,3,1,1
1,4,1,2,3,1,8,LOS ANGELES,58,9,52000,2,17:20,19:15,1:55,115,1,7,1,2,2,2,2,1,2,3,3,3,5,4,3,3,3,4,6,6,6,6,4,5,6,6,6,6,5,5,2,,,,,5,1,1,2,3,,,AUSTRALIA,19,6,1,0,1,1
1,4,1,2,3,1,8,LOS ANGELES,58,9,43000,2,16:30,19:15,2:45,165,1,4,2,2,1,2,2,1,2,3,3,3,4,4,4,3,3,0,0,0,0,0,3,5,0,0,0,5,5,5,2,,,,,5,5,5,2,3,,,UK,15,4,1,4,1,1
1,4,1,2,3,1,8,LOS ANGELES,58,9,54500,2,17:45,19:15,1:30,90,1,1,2,2,2,1,2,6,2,4,4,4,3,4,4,6,6,4,4,6,4,6,4,3,2,6,6,4,4,4,1,3,,,,7,5,5,2,3,NY,10530,US,12,5,2,4,1,1
1,4,1,2,3,1,8,LOS ANGELES,58,9,54500,2,17:45,19:15,1:30,90,1,4,1,0,1,2,1,1,2,3,2,2,2,1,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,,,,,5,3,3,1,3,,,ISRAEL,17,4,1,3,1,1
1,4,1,2,3,1,8,LOS ANGELES,58,9,30000,2,15:00,19:15,4:15,255,2,2,1,0,1,2,0,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,,,,,1,5,5,2,1,CA,,US,3,6,2,3,1,1
1,4,1,2,3,1,8,LOS ANGELES,58,9,53000,2,17:30,19:15,1:45,105,1,4,1,0,0,1,2,1,2,3,3,3,3,3,3,6,6,6,6,6,6,6,3,4,6,6,6,4,4,5,2,,,,,5,5,5,2,3,,,AUSTRALIA,19,5,2,1,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,113000,1,11:30,13:40,2:10,130,2,9,1,2,2,2,2,1,1,3,3,3,4,4,4,6,6,4,4,4,6,4,4,5,6,5,6,6,6,4,2,,,,,5,5,5,2,3,CT,6040,US,12,3,1,2,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,121200,1,12:12,13:40,1:28,88,1,8,1,1,1,2,1,4,1,3,2,2,4,4,4,6,6,4,4,6,4,6,4,4,5,6,6,3,3,3,2,,,,,3,5,2,2,3,PA,19146,US,12,5,2,4,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,115500,1,11:55,13:40,1:45,105,3,6,1,1,2,2,2,1,1,3,6,3,4,6,3,6,6,6,6,6,6,6,4,4,6,6,6,4,6,4,2,,,,,1,5,3,2,3,DE,19713,US,12,6,1,2,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,115000,1,11:50,13:40,1:50,110,1,4,2,2,1,2,2,1,1,4,4,6,5,6,3,6,6,5,3,6,6,4,5,5,6,6,6,5,4,5,2,,,,,5,5,5,2,3,PA,19119,US,12,6,1,4,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,113000,1,11:30,13:40,2:10,130,3,2,2,2,1,2,2,1,1,2,3,6,4,5,5,6,6,3,6,6,6,6,4,5,6,6,6,4,3,5,2,,,,,9,3,4,2,3,PA,19444,US,12,2,2,2,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,110000,1,11:00,13:40,2:40,160,1,8,1,2,2,2,2,1,1,4,6,6,4,4,5,6,6,6,6,6,6,6,4,4,6,6,6,6,5,5,0,,,,,9,5,3,2,3,PA,19148,US,12,2,2,2,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,94500,1,9:45,13:40,3:55,235,1,3,1,2,1,2,2,2,1,6,3,3,4,4,4,6,6,6,6,6,6,6,3,3,6,6,6,3,3,4,2,,,,,11,5,2,2,4,PA,19428,US,12,3,2,3,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,115000,1,11:50,13:40,1:50,110,1,4,2,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,2,,,,,5,4,3,2,3,PA,19144,US,12,4,1,2,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,115000,1,11:50,13:40,1:50,110,1,4,1,1,2,2,0,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,2,,,,,1,5,4,2,1,CA,94709,US,3,3,2,3,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,110000,1,11:00,13:40,2:40,160,8,9,2,2,1,2,2,1,2,3,4,3,4,3,4,6,6,3,6,3,6,4,3,4,6,2,3,4,2,4,2,,,,,7,5,5,2,3,PA,,US,12,2,1,1,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,120000,2,12:00,13:40,1:40,100,2,9,2,0,1,0,2,2,2,2,3,2,4,4,4,6,6,3,6,4,6,1,3,3,6,4,3,3,3,4,2,,,,,5,4,1,2,3,PA,19041,US,12,5,1,4,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,110000,1,11:00,13:40,2:40,160,2,9,1,2,1,2,2,2,2,5,5,5,5,4,5,4,4,6,6,5,6,5,5,5,6,4,4,5,5,4,2,,,,,3,5,5,2,3,DE,19720,US,12,6,1,2,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,110000,1,11:00,13:40,2:40,160,1,3,0,1,1,2,2,3,2,3,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,2,,,,,11,4,3,2,4,OR,97415,US,10,3,1,2,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,101500,1,10:15,13:40,3:25,205,2,3,1,1,2,2,2,1,2,4,4,4,4,4,4,4,4,6,6,6,6,6,4,5,5,5,6,6,5,4,2,,,,,11,5,5,2,4,,,,99,2,1,0,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,123000,2,12:30,13:40,1:10,70,1,9,2,1,1,2,2,3,2,6,3,2,4,4,4,6,6,4,6,4,6,5,4,3,6,3,3,2,3,2,2,,,,,9,5,3,2,3,,,,99,5,2,2,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,121000,2,12:10,13:40,1:30,90,4,3,1,2,2,2,2,1,2,3,4,3,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,2,,,,,11,3,2,2,4,PA,16803,US,12,3,2,1,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,113000,1,11:30,13:40,2:10,130,1,9,1,2,1,1,2,1,2,4,4,3,5,5,4,4,4,4,6,5,6,4,4,4,6,4,3,3,3,4,2,,,,,12,3,2,2,3,PA,19125,US,12,6,2,1,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,110000,1,11:00,13:40,2:40,160,2,9,1,2,1,1,1,1,2,4,5,5,5,4,5,3,4,4,6,5,6,3,5,5,5,5,5,5,4,4,2,,,,,3,5,5,2,3,DE,19720,US,12,6,2,0,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,104500,1,10:45,13:40,2:55,175,3,3,1,1,1,1,2,1,2,6,2,3,3,3,4,3,6,6,6,6,6,6,3,4,6,6,6,3,4,4,2,,,,,11,4,4,2,4,,,NEW ZEALAND,19,6,2,2,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,,1,N,13:40,N,,2,7,2,0,0,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,0,2,3,2,,,,,5,3,3,2,3,DE,19711,US,12,5,2,0,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,113000,1,11:30,13:40,2:10,130,1,4,2,1,1,2,2,1,2,4,4,4,5,4,4,6,6,3,6,6,6,4,4,4,6,6,6,4,4,3,0,,,,,5,5,3,2,3,PA,19119,US,12,6,2,4,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,114500,1,11:45,13:40,1:55,115,3,9,2,1,2,0,0,1,2,3,6,3,4,4,4,6,6,3,6,3,6,4,3,4,6,3,4,6,3,3,2,,,,,4,4,3,2,3,NJ,7960,US,12,4,1,3,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,121500,2,12:15,13:40,1:25,85,1,5,2,2,1,2,1,1,2,3,2,6,4,4,4,6,6,6,6,4,6,6,3,3,6,3,6,3,3,4,2,,,,,5,4,2,2,3,PA,19063,US,12,6,1,4,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,113000,1,11:30,13:40,2:10,130,3,9,1,1,1,2,2,2,2,2,3,3,3,4,3,3,3,3,6,4,6,4,4,4,6,4,4,3,3,4,2,,,,,5,5,0,2,3,MD,21842,US,12,6,0,4,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,121200,2,12:12,13:40,1:28,88,2,5,2,2,1,2,2,1,2,1,6,1,6,4,4,6,6,6,6,6,6,6,2,4,6,4,6,4,4,3,2,,,,,5,5,1,2,3,PA,19063,US,12,6,2,4,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,121000,2,12:10,13:40,1:30,90,2,5,1,2,1,2,2,3,2,3,3,3,4,4,3,3,4,4,4,4,4,6,4,4,4,4,6,3,3,4,1,3,7,,,2,4,3,2,1,CA,,US,3,3,1,3,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,113000,1,11:30,13:40,2:10,130,1,1,2,1,1,2,1,1,2,6,1,6,5,5,5,6,6,5,0,5,6,5,4,4,6,5,3,3,4,5,2,,,,,10,5,4,2,3,PA,19350,US,12,5,2,2,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,120000,2,12:00,13:40,1:40,100,3,4,2,2,1,2,2,2,0,6,6,3,3,4,4,6,6,6,6,6,6,6,4,4,6,6,6,6,3,5,2,,,,,5,4,5,2,3,PA,19118,US,12,5,2,3,1,1
1,1,1,1,2,1,6,PALM SPRINGS,22,6,13000,2,13:30,15:05,1:35,95,3,8,2,1,1,2,1,1,1,6,3,3,5,5,4,6,6,5,4,6,6,2,4,4,6,6,4,4,4,4,2,,,,,4,5,5,2,3,CA,92262,US,10,6,2,2,1,1
1,1,1,1,2,1,6,PALM SPRINGS,22,6,14500,2,13:45,15:05,1:20,80,2,2,2,1,2,2,2,2,1,4,4,4,3,6,4,6,6,4,6,6,6,6,4,4,6,6,6,4,4,4,2,,,,,5,4,4,2,3,CA,92253,US,10,3,1,1,1,1
1,1,1,1,2,1,6,PALM SPRINGS,22,6,123000,2,12:30,15:05,2:35,155,2,6,2,1,1,1,2,1,1,5,5,5,3,4,3,6,6,6,6,6,6,6,5,4,6,6,6,4,4,4,2,,,,,5,3,4,2,3,CA,92374,US,10,5,2,2,1,1
1,1,1,1,2,1,6,PALM SPRINGS,22,6,13000,2,13:30,15:05,1:35,95,2,3,2,2,1,2,2,1,1,6,4,6,6,6,1,6,6,6,6,6,6,6,3,3,6,6,6,4,2,4,2,,,,,11,6,6,2,4,WA,98660,US,10,6,2,0,1,1
1,1,1,1,2,1,6,PALM SPRINGS,22,6,12500,2,13:25,15:05,1:40,100,2,3,2,2,1,1,1,1,1,6,3,3,2,6,3,6,6,6,6,6,6,6,2,2,6,6,6,6,2,4,2,,,,,11,3,6,2,4,WA,98498,US,10,7,1,3,1,1
1,1,1,1,2,1,6,PALM SPRINGS,22,6,10000,2,13:00,15:05,2:05,125,2,2,2,2,2,2,2,3,1,4,5,4,4,5,5,6,6,4,6,6,6,6,4,4,6,6,6,4,4,5,2,,,,,6,5,5,2,3,CA,92260,US,10,7,1,3,1,1
1,1,1,1,2,1,6,PALM SPRINGS,22,6,13000,2,13:30,15:05,1:35,95,1,4,2,2,2,2,2,5,2,3,3,3,3,4,3,6,6,4,4,4,4,6,3,4,4,4,4,4,4,5,2,,,,,1,5,5,2,1,CA,94702,US,3,4,1,4,1,1
1,1,1,1,2,1,6,PALM SPRINGS,22,6,13000,2,13:30,15:05,1:35,95,2,3,0,0,1,2,1,1,2,6,6,3,6,6,6,6,6,6,6,6,6,6,3,3,0,0,0,0,0,0,0,,,,,11,0,0,0,4,OR,,US,10,6,1,2,1,1
1,1,1,1,2,1,6,PALM SPRINGS,22,6,20000,2,14:00,15:05,1:05,65,3,5,2,2,2,1,1,1,2,6,3,3,3,4,5,3,3,1,6,6,6,6,4,5,6,5,6,6,3,5,2,,,,,12,3,4,2,3,IN,47025,US,11,2,2,1,1,1
1,1,1,1,2,1,6,PALM SPRINGS,22,6,13000,2,13:30,15:05,1:35,95,5,3,2,2,1,1,2,3,2,4,4,4,5,4,3,3,3,4,4,4,6,4,4,4,3,4,4,4,4,5,1,3,5,,,11,4,6,2,4,OR,97124,US,10,4,2,2,1,1
1,1,1,1,2,1,6,PALM SPRINGS,22,6,14000,2,13:40,15:05,1:25,85,1,3,2,2,1,2,2,1,2,6,3,6,3,6,3,6,6,0,0,0,0,0,3,4,6,6,6,3,4,4,2,,,,,11,3,3,2,4,,,,99,0,0,0,1,1
1,1,1,1,2,1,6,PALM SPRINGS,22,6,121500,3,12:15,15:05,2:50,170,2,3,0,2,2,1,0,1,2,0,0,0,4,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,4,2,,,,,11,4,4,1,4,,,AUSTRIA,15,5,1,0,1,1
1,1,1,1,2,1,6,PALM SPRINGS,22,6,13000,2,13:30,15:05,1:35,95,5,3,2,1,1,1,2,1,2,3,3,2,3,6,4,6,6,6,6,6,6,6,3,4,6,6,6,4,4,4,2,,,,,11,4,3,2,4,MO,65109,US,11,3,1,2,1,1
1,1,1,1,2,1,6,PALM SPRINGS,22,6,13500,2,13:35,15:05,1:30,90,1,3,2,2,1,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,6,6,4,4,3,2,,,,,11,3,6,3,4,OR,,US,10,3,1,0,1,1
1,1,1,1,2,1,6,PALM SPRINGS,22,6,13500,2,13:35,15:05,1:30,90,1,3,0,0,1,2,2,1,2,3,3,3,3,6,6,6,6,6,6,6,6,6,3,3,6,6,6,6,3,4,0,,,,,11,4,6,2,4,OR,,US,10,3,2,2,1,1
1,3,1,1,2,1,6,SEATTLE,22,6,33000,2,15:30,16:50,1:20,80,2,2,1,0,0,2,2,3,2,3,3,3,4,4,4,6,6,4,4,6,6,6,4,5,4,6,6,4,3,4,2,,,,,5,5,3,2,3,MT,59803,US,10,3,1,2,1,1
1,1,1,1,2,1,6,PALM SPRINGS,22,6,13000,2,13:30,15:05,1:35,95,3,9,2,2,1,2,2,4,2,2,3,3,3,3,3,3,3,3,3,5,3,4,0,3,4,5,5,3,3,5,1,4,,,,1,3,3,2,1,CA,94618,US,3,7,1,4,1,1
1,1,1,1,2,1,6,PALM SPRINGS,22,6,13000,2,13:30,15:05,1:35,95,2,9,0,0,3,1,2,4,2,4,3,3,3,3,4,3,3,4,4,5,4,5,4,3,3,3,3,3,3,4,2,,,,,1,5,5,2,1,CA,94618,US,3,6,2,4,1,1
1,1,1,1,2,1,6,PALM SPRINGS,22,6,10000,2,13:00,15:05,2:05,125,1,1,1,1,2,1,2,1,2,6,1,2,3,3,0,0,0,3,1,1,1,6,1,3,3,3,1,1,1,1,2,,,,,9,1,1,0,0,,,,99,0,0,0,1,1
1,1,1,1,2,1,6,PALM SPRINGS,22,6,20000,2,14:00,15:05,1:05,65,3,2,1,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,4,2,,,,,3,5,3,2,3,CA,92211,US,10,7,2,0,1,1
1,1,1,1,2,1,6,PALM SPRINGS,22,6,20000,2,14:00,15:05,1:05,65,2,8,2,2,3,2,2,3,2,6,0,6,5,5,5,5,5,5,6,6,6,6,5,5,6,6,6,6,5,4,2,,,,,3,5,0,2,1,CA,94930,US,6,6,2,1,1,1
1,1,1,1,2,1,6,PALM SPRINGS,22,6,13000,1,13:30,15:05,1:35,95,1,3,2,2,1,2,2,1,2,3,3,3,4,3,3,3,3,6,6,6,6,6,4,4,6,6,6,3,3,4,2,,,,,11,4,6,2,4,OR,97302,US,10,4,1,0,1,1
1,1,1,1,2,1,6,PALM SPRINGS,22,6,21500,2,14:15,15:05,0:50,50,2,6,1,2,2,2,2,1,2,5,6,6,5,5,5,5,6,6,6,6,6,6,5,4,6,6,6,6,5,5,2,,,,,5,5,5,2,3,CA,92264,US,10,7,1,4,1,1
1,3,1,1,2,1,6,SEATTLE,22,6,30000,2,15:00,16:50,1:50,110,2,2,1,2,1,2,2,1,1,5,3,3,3,1,3,2,6,4,6,4,6,6,4,3,6,3,6,4,6,5,2,,,,,5,5,5,2,3,WA,98103,US,10,3,1,2,1,1
1,3,1,1,2,1,6,SEATTLE,22,6,30000,2,15:00,16:50,1:50,110,2,4,2,2,2,2,2,1,1,4,6,4,4,4,4,6,6,4,6,6,6,6,4,4,6,6,6,6,4,3,2,,,,,5,5,2,2,3,WA,98005,US,10,2,2,1,1,1
1,3,1,1,2,1,6,SEATTLE,22,6,13000,2,13:30,16:50,3:20,200,2,5,1,1,1,2,2,1,1,6,3,3,3,3,2,6,3,6,6,4,6,6,3,3,6,4,6,2,6,3,2,,,,,5,3,1,2,3,WA,98124,US,10,5,2,0,1,1
1,3,1,1,2,1,6,SEATTLE,22,6,23000,2,14:30,16:50,2:20,140,2,7,2,1,2,2,2,3,1,3,3,3,4,4,4,6,6,4,4,5,5,5,3,4,4,5,4,4,4,5,1,5,4,,,6,5,5,2,3,WA,98199,US,10,5,2,3,1,1
1,3,1,1,2,1,6,SEATTLE,22,6,24500,2,14:45,16:50,2:05,125,2,4,1,1,1,2,2,1,2,3,3,3,2,3,3,3,3,3,6,6,6,6,3,3,6,6,6,3,3,3,2,,,,,5,3,3,2,3,WA,98006,US,10,4,2,4,1,1
1,3,1,1,2,1,6,SEATTLE,22,6,14500,2,13:45,16:50,3:05,185,2,6,1,2,1,1,2,1,2,2,3,1,3,3,4,6,6,6,6,6,6,6,2,4,6,6,6,3,3,5,3,,,,,5,4,3,2,3,BC,,CANADA,13,6,1,0,1,1
1,3,1,1,2,1,6,SEATTLE,22,6,15500,2,13:55,16:50,2:55,175,1,6,1,2,1,1,2,1,2,6,3,4,5,5,5,3,5,6,6,6,6,6,4,5,6,6,6,3,4,4,2,,,,,5,5,5,2,3,BC,,CANADA,13,6,1,0,1,1
1,3,1,1,2,1,6,SEATTLE,22,6,23000,2,14:30,16:50,2:20,140,2,9,0,1,0,1,2,1,2,6,6,3,3,3,3,6,6,4,6,4,6,4,4,4,4,4,4,4,4,4,2,,,,,4,5,5,2,3,WA,98199,US,10,4,1,4,1,1
1,3,1,1,2,1,6,SEATTLE,22,6,10000,2,13:00,16:50,3:50,230,1,3,1,1,1,2,2,1,2,6,3,3,4,4,4,6,6,6,6,6,6,6,3,4,6,6,6,3,3,4,2,,,,,11,3,3,2,4,,,SINGAPORE,16,3,1,1,1,1
1,3,1,1,2,1,6,SEATTLE,22,6,23500,2,14:35,16:50,2:15,135,5,6,1,2,1,1,2,2,2,3,3,3,4,4,4,6,6,6,6,6,6,6,3,4,6,6,6,2,3,5,2,,,,,5,4,4,2,3,BC,,CANADA,13,5,2,4,1,1
1,3,1,1,2,1,6,SEATTLE,22,6,23000,2,14:30,16:50,2:20,140,1,5,1,1,1,1,2,3,2,6,3,3,3,3,3,3,3,3,6,3,6,3,3,3,6,3,3,3,3,3,1,3,,,,5,4,4,2,3,WA,98512,US,10,4,2,1,1,1
1,3,1,1,2,1,6,SEATTLE,22,6,30000,2,15:00,16:50,1:50,110,3,4,2,2,1,2,2,1,2,6,4,5,4,4,4,6,4,4,6,6,6,6,4,3,6,6,6,3,3,4,1,4,6,,,5,4,4,2,3,WA,,US,10,4,2,4,1,1
1,3,1,1,2,1,6,SEATTLE,22,6,30000,2,15:00,16:50,1:50,110,2,4,2,2,1,2,2,0,2,6,3,3,3,3,3,3,3,6,6,6,6,6,4,3,6,6,6,0,3,3,2,,,,,5,4,5,2,3,WA,98033,US,10,6,2,3,1,1
1,3,1,1,2,1,6,SEATTLE,22,6,31500,2,15:15,16:50,1:35,95,2,5,0,1,0,2,2,1,2,6,6,3,5,5,5,5,5,6,6,5,6,6,5,5,6,5,6,6,6,5,2,,,,,5,5,5,2,3,WA,98115,US,10,4,2,3,1,1
1,3,1,1,2,1,6,SEATTLE,22,6,30000,2,15:00,16:50,1:50,110,2,2,1,2,2,2,2,1,2,2,3,3,3,3,3,3,3,4,6,6,6,6,4,4,6,6,6,6,4,4,2,,,,,5,4,4,2,3,WA,98502,US,10,5,2,2,1,1
1,3,1,1,2,1,6,SEATTLE,22,6,34000,2,15:40,16:50,1:10,70,3,2,1,0,0,1,2,1,2,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,0,,,,,5,5,4,2,3,WA,98103,US,10,5,2,3,1,1
1,3,1,1,2,1,6,SEATTLE,22,6,10000,2,13:00,16:50,3:50,230,1,9,2,2,1,2,2,3,2,3,3,3,2,4,3,6,6,4,6,2,6,2,3,4,6,4,3,4,3,5,2,,,,,5,2,3,1,3,TX,78730,US,11,5,0,4,1,1
1,3,1,1,2,1,6,SEATTLE,22,6,30000,2,15:00,16:50,1:50,110,2,4,2,1,2,2,2,2,2,2,3,3,4,3,3,4,4,3,6,6,6,6,3,5,6,6,6,6,3,4,2,,,,,5,5,5,2,3,WA,98105,US,10,2,2,1,1,1
1,3,1,1,2,1,6,SEATTLE,22,6,34500,2,15:45,16:50,1:05,65,2,6,2,1,2,1,2,3,2,3,3,3,4,5,5,4,4,4,6,4,6,6,4,5,6,5,6,4,4,5,2,,,,,5,5,5,2,3,WA,98136,US,10,5,2,2,1,1
1,3,1,1,2,1,6,SEATTLE,22,6,33000,2,15:30,16:50,1:20,80,2,4,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,,,5,3,3,0,3,WA,98109,US,10,3,1,2,1,1
1,3,1,1,2,1,6,SEATTLE,22,6,32000,2,15:20,16:50,1:30,90,2,9,2,1,2,2,2,1,2,5,6,5,5,5,5,6,6,5,6,4,6,4,5,5,6,5,5,6,3,4,2,,,,,4,4,5,2,3,WA,99223,US,10,3,2,2,1,1
