Month/Year,PERMIT_TYPE,REVENUE_TRIP_COUNT,AIRPORT_REVENUE
09/01/2011 12:00:00 AM,Hotel Parking Shuttle,10633,29240.75
09/01/2011 12:00:00 AM,Limousine,49711,181445.15
09/01/2011 12:00:00 AM,NonConsolidated Hotel,232,1914.00
09/01/2011 12:00:00 AM,Scheduled,4652,13025.60
09/01/2011 12:00:00 AM,Taxi,21247,0.00
10/01/2011 12:00:00 AM,Charter,6365,19419.25
10/01/2011 12:00:00 AM,Commercial Other,40,120.00
10/01/2011 12:00:00 AM,Compliant Parking,21562,60373.60
10/01/2011 12:00:00 AM,Consolidated Hotel,15685,43133.75
10/01/2011 12:00:00 AM,Courtesy Shuttle,21050,0.00
10/01/2011 12:00:00 AM,Crew Shuttle,3878,0.00
10/01/2011 12:00:00 AM,Door to Door On Demand,8325,24142.50
10/01/2011 12:00:00 AM,Door to Door Pre-arranged,2013,6139.65
10/01/2011 12:00:00 AM,Door to Door Red-Blue,20528,59531.20
10/01/2011 12:00:00 AM,Hotel Parking Shuttle,11155,30676.25
10/01/2011 12:00:00 AM,Limousine,53954,196932.10
10/01/2011 12:00:00 AM,NonConsolidated Hotel,207,1707.75
10/01/2011 12:00:00 AM,Scheduled,4689,13129.20
10/01/2011 12:00:00 AM,Taxi,1623,0.00
11/01/2011 12:00:00 AM,Charter,4576,13960.40
11/01/2011 12:00:00 AM,Commercial Other,7,21.00
11/01/2011 12:00:00 AM,Compliant Parking,19581,54826.80
11/01/2011 12:00:00 AM,Consolidated Hotel,13021,35807.75
11/01/2011 12:00:00 AM,Courtesy Shuttle,15821,0.00
11/01/2011 12:00:00 AM,Crew Shuttle,3095,0.00
11/01/2011 12:00:00 AM,Door to Door On Demand,6760,19604.00
11/01/2011 12:00:00 AM,Door to Door Pre-arranged,1530,4666.50
11/01/2011 12:00:00 AM,Door to Door Red-Blue,18070,52403.00
11/01/2011 12:00:00 AM,Hotel Parking Shuttle,10836,29799.00
11/01/2011 12:00:00 AM,Limousine,46266,168870.90
11/01/2011 12:00:00 AM,NonConsolidated Hotel,124,1023.00
11/01/2011 12:00:00 AM,Scheduled,4521,12658.80
11/01/2011 12:00:00 AM,Taxi,897,0.00
12/01/2011 12:00:00 AM,Charter,3699,11286.15
12/01/2011 12:00:00 AM,Commercial Other,2,6.00
12/01/2011 12:00:00 AM,Compliant Parking,19789,55409.20
12/01/2011 12:00:00 AM,Consolidated Hotel,13049,35884.75
12/01/2011 12:00:00 AM,Courtesy Shuttle,13839,0.00
12/01/2011 12:00:00 AM,Crew Shuttle,2933,0.00
12/01/2011 12:00:00 AM,Door to Door On Demand,6493,18829.70
12/01/2011 12:00:00 AM,Door to Door Pre-arranged,1213,3699.65
12/01/2011 12:00:00 AM,Door to Door Red-Blue,17442,50581.80
12/01/2011 12:00:00 AM,Hotel Parking Shuttle,10456,28754.00
12/01/2011 12:00:00 AM,Limousine,39520,144248.00
12/01/2011 12:00:00 AM,NonConsolidated Hotel,115,948.75
12/01/2011 12:00:00 AM,Scheduled,4604,12891.20
12/01/2011 12:00:00 AM,Taxi,652,0.00
01/01/2012 12:00:00 AM,Charter,3658,11161.10
01/01/2012 12:00:00 AM,Commercial Other,4,12.00
01/01/2012 12:00:00 AM,Compliant Parking,19845,55566.00
01/01/2012 12:00:00 AM,Consolidated Hotel,11169,30714.75
01/01/2012 12:00:00 AM,Courtesy Shuttle,15158,0.00
01/01/2012 12:00:00 AM,Crew Shuttle,2498,0.00
01/01/2012 12:00:00 AM,Door to Door On Demand,6126,17765.40
01/01/2012 12:00:00 AM,Door to Door Pre-arranged,1137,3467.85
01/01/2012 12:00:00 AM,Door to Door Red-Blue,16466,47751.40
01/01/2012 12:00:00 AM,Hotel Parking Shuttle,9456,26004.00
01/01/2012 12:00:00 AM,Limousine,40483,147762.95
01/01/2012 12:00:00 AM,NonConsolidated Hotel,135,1113.75
01/01/2012 12:00:00 AM,Scheduled,4637,12983.60
01/01/2012 12:00:00 AM,Taxi,143306,0.00
02/01/2012 12:00:00 AM,Charter,3675,11211.75
02/01/2012 12:00:00 AM,Commercial Other,5,15.00
02/01/2012 12:00:00 AM,Compliant Parking,20383,57072.40
02/01/2012 12:00:00 AM,Consolidated Hotel,12221,33607.75
02/01/2012 12:00:00 AM,Courtesy Shuttle,14317,0.00
02/01/2012 12:00:00 AM,Crew Shuttle,2136,0.00
02/01/2012 12:00:00 AM,Door to Door On Demand,5671,16445.90
02/01/2012 12:00:00 AM,Door to Door Pre-arranged,923,2815.15
02/01/2012 12:00:00 AM,Door to Door Red-Blue,14682,42577.80
02/01/2012 12:00:00 AM,Hotel Parking Shuttle,7649,21034.75
02/01/2012 12:00:00 AM,Limousine,45410,165746.50
02/01/2012 12:00:00 AM,NonConsolidated Hotel,157,1295.25
02/01/2012 12:00:00 AM,Scheduled,4352,12185.60
02/01/2012 12:00:00 AM,Taxi,135910,0.00
03/01/2012 12:00:00 AM,Charter,3670,11195.90
03/01/2012 12:00:00 AM,Commercial Other,3,9.00
03/01/2012 12:00:00 AM,Compliant Parking,21602,60485.60
03/01/2012 12:00:00 AM,Consolidated Hotel,12870,35392.50
03/01/2012 12:00:00 AM,Courtesy Shuttle,14399,0.00
03/01/2012 12:00:00 AM,Crew Shuttle,3111,0.00
03/01/2012 12:00:00 AM,Door to Door On Demand,6158,17858.20
03/01/2012 12:00:00 AM,Door to Door Pre-arranged,1072,3269.60
03/01/2012 12:00:00 AM,Door to Door Red-Blue,16985,49256.50
03/01/2012 12:00:00 AM,Hotel Parking Shuttle,7942,21840.50
03/01/2012 12:00:00 AM,Limousine,50684,184996.60
03/01/2012 12:00:00 AM,NonConsolidated Hotel,170,1402.50
03/01/2012 12:00:00 AM,Scheduled,4601,12882.80
03/01/2012 12:00:00 AM,Taxi,145543,0.00
04/01/2012 12:00:00 AM,Charter,4679,14272.25
04/01/2012 12:00:00 AM,Commercial Other,12,36.00
04/01/2012 12:00:00 AM,Compliant Parking,21909,61345.20
04/01/2012 12:00:00 AM,Consolidated Hotel,14703,40433.25
04/01/2012 12:00:00 AM,Courtesy Shuttle,16109,0.00
04/01/2012 12:00:00 AM,Crew Shuttle,3321,0.00
04/01/2012 12:00:00 AM,Door to Door On Demand,6180,17922.00
04/01/2012 12:00:00 AM,Door to Door Pre-arranged,1282,3910.10
04/01/2012 12:00:00 AM,Door to Door Red-Blue,16484,47803.60
04/01/2012 12:00:00 AM,Hotel Parking Shuttle,7710,21202.50
04/01/2012 12:00:00 AM,Limousine,51917,189497.05
04/01/2012 12:00:00 AM,NonConsolidated Hotel,236,1947.00
04/01/2012 12:00:00 AM,Scheduled,4561,12770.80
04/01/2012 12:00:00 AM,Taxi,147319,0.00
05/01/2012 12:00:00 AM,Charter,5528,16860.40
05/01/2012 12:00:00 AM,Commercial Other,6,18.00
05/01/2012 12:00:00 AM,Compliant Parking,22382,62669.60
05/01/2012 12:00:00 AM,Consolidated Hotel,17050,46887.50
05/01/2012 12:00:00 AM,Courtesy Shuttle,15312,0.00
05/01/2012 12:00:00 AM,Crew Shuttle,3483,0.00
05/01/2012 12:00:00 AM,Door to Door On Demand,7048,20439.20
05/01/2012 12:00:00 AM,Door to Door Pre-arranged,1328,4050.40
05/01/2012 12:00:00 AM,Door to Door Red-Blue,18246,52913.40
05/01/2012 12:00:00 AM,Hotel Parking Shuttle,6758,18584.50
05/01/2012 12:00:00 AM,Limousine,55655,203140.75
05/01/2012 12:00:00 AM,NonConsolidated Hotel,256,2112.00
05/01/2012 12:00:00 AM,Scheduled,4621,12938.80
05/01/2012 12:00:00 AM,Taxi,154428,0.00
06/01/2012 12:00:00 AM,Charter,6187,18870.35
06/01/2012 12:00:00 AM,Commercial Other,9,27.00
06/01/2012 12:00:00 AM,Compliant Parking,20496,57388.80
06/01/2012 12:00:00 AM,Consolidated Hotel,17041,46862.75
06/01/2012 12:00:00 AM,Courtesy Shuttle,15985,0.00
06/01/2012 12:00:00 AM,Crew Shuttle,3379,0.00
06/01/2012 12:00:00 AM,Door to Door On Demand,7253,21033.70
06/01/2012 12:00:00 AM,Door to Door Pre-arranged,1477,4504.85
06/01/2012 12:00:00 AM,Door to Door Red-Blue,18254,52936.60
06/01/2012 12:00:00 AM,Hotel Parking Shuttle,5978,16439.50
06/01/2012 12:00:00 AM,Limousine,61234,223504.10
06/01/2012 12:00:00 AM,NonConsolidated Hotel,157,1295.25
06/01/2012 12:00:00 AM,Scheduled,4586,12840.80
06/01/2012 12:00:00 AM,Taxi,154923,0.00
07/01/2012 12:00:00 AM,Charter,6018,18357.30
07/01/2012 12:00:00 AM,Commercial Other,23,69.00
07/01/2012 12:00:00 AM,Compliant Parking,21887,61283.60
07/01/2012 12:00:00 AM,Consolidated Hotel,18591,51125.25
07/01/2012 12:00:00 AM,Courtesy Shuttle,16254,0.00
07/01/2012 12:00:00 AM,Crew Shuttle,3531,0.00
07/01/2012 12:00:00 AM,Door to Door On Demand,7698,22324.20
07/01/2012 12:00:00 AM,Door to Door Pre-arranged,1384,4221.20
07/01/2012 12:00:00 AM,Door to Door Red-Blue,19467,56454.30
07/01/2012 12:00:00 AM,Hotel Parking Shuttle,6439,17707.25
07/01/2012 12:00:00 AM,Limousine,55578,202859.70
07/01/2012 12:00:00 AM,NonConsolidated Hotel,162,1336.50
07/01/2012 12:00:00 AM,Scheduled,4676,13092.80
07/01/2012 12:00:00 AM,Taxi,147976,0.00
08/01/2012 12:00:00 AM,Charter,5715,17434.95
08/01/2012 12:00:00 AM,Commercial Other,24,72.00
08/01/2012 12:00:00 AM,Compliant Parking,21749,60897.20
08/01/2012 12:00:00 AM,Consolidated Hotel,18903,51983.25
08/01/2012 12:00:00 AM,Courtesy Shuttle,15751,0.00
08/01/2012 12:00:00 AM,Crew Shuttle,4762,0.00
08/01/2012 12:00:00 AM,Door to Door On Demand,7768,22527.20
08/01/2012 12:00:00 AM,Door to Door Pre-arranged,1311,3998.55
08/01/2012 12:00:00 AM,Door to Door Red-Blue,19684,57083.60
08/01/2012 12:00:00 AM,Hotel Parking Shuttle,6302,17330.50
08/01/2012 12:00:00 AM,Limousine,57809,211002.85
08/01/2012 12:00:00 AM,NonConsolidated Hotel,106,874.50
08/01/2012 12:00:00 AM,Scheduled,4689,13129.20
08/01/2012 12:00:00 AM,Taxi,155402,0.00
09/01/2012 12:00:00 AM,Charter,5878,17931.50
09/01/2012 12:00:00 AM,Commercial Other,22,66.00
09/01/2012 12:00:00 AM,Compliant Parking,20419,57173.20
09/01/2012 12:00:00 AM,Consolidated Hotel,17581,48347.75
09/01/2012 12:00:00 AM,Courtesy Shuttle,13911,0.00
09/01/2012 12:00:00 AM,Crew Shuttle,4701,0.00
09/01/2012 12:00:00 AM,Door to Door On Demand,6766,19621.40
09/01/2012 12:00:00 AM,Door to Door Pre-arranged,1287,3925.35
09/01/2012 12:00:00 AM,Door to Door Red-Blue,18639,54053.10
09/01/2012 12:00:00 AM,Hotel Parking Shuttle,5982,16450.50
09/01/2012 12:00:00 AM,Limousine,57234,208904.10
09/01/2012 12:00:00 AM,NonConsolidated Hotel,52,429.00
09/01/2012 12:00:00 AM,Scheduled,4584,12835.20
09/01/2012 12:00:00 AM,Taxi,165768,
10/01/2012 12:00:00 AM,Charter,5583,17028.75
10/01/2012 12:00:00 AM,Commercial Other,9,27.00
10/01/2012 12:00:00 AM,Compliant Parking,20757,58119.60
10/01/2012 12:00:00 AM,Consolidated Hotel,19519,53677.25
10/01/2012 12:00:00 AM,Courtesy Shuttle,15069,0.00
10/01/2012 12:00:00 AM,Crew Shuttle,4885,0.00
10/01/2012 12:00:00 AM,Door to Door On Demand,6896,19998.40
10/01/2012 12:00:00 AM,Door to Door Pre-arranged,1426,4349.30
10/01/2012 12:00:00 AM,Door to Door Red-Blue,19381,56204.90
10/01/2012 12:00:00 AM,Hotel Parking Shuttle,6176,16984.00
10/01/2012 12:00:00 AM,Limousine,66356,242199.40
10/01/2012 12:00:00 AM,NonConsolidated Hotel,64,528.00
10/01/2012 12:00:00 AM,Scheduled,4583,12832.40
10/01/2012 12:00:00 AM,Taxi,171451,
11/01/2012 12:00:00 AM,Charter,6049,18453.65
11/01/2012 12:00:00 AM,Commercial Other,4,12.00
11/01/2012 12:00:00 AM,Compliant Parking,19808,55462.40
11/01/2012 12:00:00 AM,Consolidated Hotel,17736,48774.00
11/01/2012 12:00:00 AM,Courtesy Shuttle,3757,0.00
11/01/2012 12:00:00 AM,Crew Shuttle,7998,0.00
11/01/2012 12:00:00 AM,Door to Door On Demand,6149,17832.10
11/01/2012 12:00:00 AM,Door to Door Pre-arranged,1566,4776.30
11/01/2012 12:00:00 AM,Door to Door Red-Blue,18290,53041.00
11/01/2012 12:00:00 AM,Hotel Parking Shuttle,5248,14432.00
11/01/2012 12:00:00 AM,Limousine,68268,249178.20
11/01/2012 12:00:00 AM,NonConsolidated Hotel,86,709.50
11/01/2012 12:00:00 AM,Scheduled,4740,13272.00
11/01/2012 12:00:00 AM,Taxi,145671,
12/01/2012 12:00:00 AM,Charter,7427,22652.35
12/01/2012 12:00:00 AM,Commercial Other,5,15.00
12/01/2012 12:00:00 AM,Compliant Parking,20283,56792.40
12/01/2012 12:00:00 AM,Consolidated Hotel,18648,51282.00
12/01/2012 12:00:00 AM,Courtesy Shuttle,138,0.00
12/01/2012 12:00:00 AM,Crew Shuttle,6480,0.00
12/01/2012 12:00:00 AM,Door to Door On Demand,7158,20758.20
12/01/2012 12:00:00 AM,Door to Door Pre-arranged,2090,6374.50
12/01/2012 12:00:00 AM,Door to Door Red-Blue,20848,60459.20
12/01/2012 12:00:00 AM,Hotel Parking Shuttle,7588,20867.00
12/01/2012 12:00:00 AM,Limousine,71170,259770.50
12/01/2012 12:00:00 AM,NonConsolidated Hotel,76,627.00
12/01/2012 12:00:00 AM,Scheduled,4879,13661.20
12/01/2012 12:00:00 AM,Taxi,121813,
01/01/2013 12:00:00 AM,Charter,7298,22258.90
01/01/2013 12:00:00 AM,Commercial Other,8,24.00
01/01/2013 12:00:00 AM,Compliant Parking,20445,57246.00
01/01/2013 12:00:00 AM,Consolidated Hotel,17949,49359.75
01/01/2013 12:00:00 AM,Courtesy Shuttle,119,0.00
01/01/2013 12:00:00 AM,Crew Shuttle,3970,0.00
01/01/2013 12:00:00 AM,Door to Door On Demand,6037,17507.30
01/01/2013 12:00:00 AM,Door to Door Pre-arranged,2111,6438.55
01/01/2013 12:00:00 AM,Door to Door Red-Blue,18858,54688.20
01/01/2013 12:00:00 AM,Hotel Parking Shuttle,6090,16747.50
01/01/2013 12:00:00 AM,Limousine,76534,279349.10
01/01/2013 12:00:00 AM,NonConsolidated Hotel,72,594.00
01/01/2013 12:00:00 AM,Scheduled,4623,12944.40
01/01/2013 12:00:00 AM,Taxi,147106,464014.00
02/01/2013 12:00:00 AM,Charter,6165,18803.25
02/01/2013 12:00:00 AM,Commercial Other,8,24.00
02/01/2013 12:00:00 AM,Compliant Parking,18397,51511.60
02/01/2013 12:00:00 AM,Consolidated Hotel,16144,44396.00
02/01/2013 12:00:00 AM,Courtesy Shuttle,137,0.00
02/01/2013 12:00:00 AM,Crew Shuttle,784,0.00
02/01/2013 12:00:00 AM,Door to Door On Demand,4849,14062.10
02/01/2013 12:00:00 AM,Door to Door Pre-arranged,1400,4270.00
02/01/2013 12:00:00 AM,Door to Door Red-Blue,15379,44599.10
02/01/2013 12:00:00 AM,Hotel Parking Shuttle,5658,15559.50
02/01/2013 12:00:00 AM,Limousine,71625,261431.25
02/01/2013 12:00:00 AM,NonConsolidated Hotel,59,486.75
02/01/2013 12:00:00 AM,Scheduled,4444,12443.20
02/01/2013 12:00:00 AM,Taxi,133567,424308.00
03/01/2013 12:00:00 AM,Charter,6124,18678.20
03/01/2013 12:00:00 AM,Commercial Other,13,39.00
03/01/2013 12:00:00 AM,Compliant Parking,16347,45771.60
03/01/2013 12:00:00 AM,Consolidated Hotel,14799,40697.25
03/01/2013 12:00:00 AM,Courtesy Shuttle,121,0.00
03/01/2013 12:00:00 AM,Crew Shuttle,516,0.00
03/01/2013 12:00:00 AM,Door to Door On Demand,4827,13998.30
03/01/2013 12:00:00 AM,Door to Door Pre-arranged,1553,4736.65
03/01/2013 12:00:00 AM,Door to Door Red-Blue,13688,39695.20
03/01/2013 12:00:00 AM,Hotel Parking Shuttle,5410,14877.50
03/01/2013 12:00:00 AM,Limousine,69916,255193.40
03/01/2013 12:00:00 AM,NonConsolidated Hotel,50,412.50
03/01/2013 12:00:00 AM,Scheduled,4691,13134.80
03/01/2013 12:00:00 AM,Taxi,151708,483292.00
04/01/2013 12:00:00 AM,Charter,6413,19559.65
04/01/2013 12:00:00 AM,Commercial Other,12,36.00
04/01/2013 12:00:00 AM,Compliant Parking,14607,40899.60
04/01/2013 12:00:00 AM,Consolidated Hotel,13544,37246.00
04/01/2013 12:00:00 AM,Courtesy Shuttle,112,0.00
04/01/2013 12:00:00 AM,Crew Shuttle,479,0.00
04/01/2013 12:00:00 AM,Door to Door On Demand,4408,12783.20
04/01/2013 12:00:00 AM,Door to Door Pre-arranged,1483,4523.15
04/01/2013 12:00:00 AM,Door to Door Red-Blue,13196,38268.40
04/01/2013 12:00:00 AM,Hotel Parking Shuttle,4603,12658.25
04/01/2013 12:00:00 AM,Limousine,70150,256047.50
04/01/2013 12:00:00 AM,Long Distance Charter,3,9.15
04/01/2013 12:00:00 AM,NonConsolidated Hotel,90,742.50
04/01/2013 12:00:00 AM,Scheduled,4741,13274.80
04/01/2013 12:00:00 AM,Taxi,165546,534352.00
05/01/2013 12:00:00 AM,Charter,8834,26943.70
05/01/2013 12:00:00 AM,Commercial Other,43,129.00
05/01/2013 12:00:00 AM,Compliant Parking,15771,44158.80
05/01/2013 12:00:00 AM,Consolidated Hotel,15353,42220.75
05/01/2013 12:00:00 AM,Courtesy Shuttle,117,0.00
05/01/2013 12:00:00 AM,Crew Shuttle,550,0.00
05/01/2013 12:00:00 AM,Door to Door On Demand,6209,18006.10
05/01/2013 12:00:00 AM,Door to Door Pre-arranged,2054,6264.70
05/01/2013 12:00:00 AM,Door to Door Red-Blue,20222,58643.80
05/01/2013 12:00:00 AM,Hotel Parking Shuttle,4724,12991.00
05/01/2013 12:00:00 AM,Limousine,95920,350108.00
05/01/2013 12:00:00 AM,Long Distance Charter,8,24.40
05/01/2013 12:00:00 AM,NonConsolidated Hotel,65,536.25
05/01/2013 12:00:00 AM,Scheduled,4692,13137.60
05/01/2013 12:00:00 AM,Taxi,162797,521962.00
06/01/2013 12:00:00 AM,Charter,8784,26791.20
06/01/2013 12:00:00 AM,Commercial Other,37,111.00
06/01/2013 12:00:00 AM,Compliant Parking,20265,56742.00
06/01/2013 12:00:00 AM,Consolidated Hotel,19441,53462.75
06/01/2013 12:00:00 AM,Courtesy Shuttle,93,0.00
06/01/2013 12:00:00 AM,Crew Shuttle,360,0.00
06/01/2013 12:00:00 AM,Door to Door On Demand,6795,19705.50
06/01/2013 12:00:00 AM,Door to Door Pre-arranged,2145,6542.25
06/01/2013 12:00:00 AM,Door to Door Red-Blue,20246,58713.40
06/01/2013 12:00:00 AM,Hotel Parking Shuttle,4121,11332.75
06/01/2013 12:00:00 AM,Limousine,88411,322700.15
06/01/2013 12:00:00 AM,Long Distance Charter,6,18.30
06/01/2013 12:00:00 AM,NonConsolidated Hotel,95,783.75
06/01/2013 12:00:00 AM,Scheduled,4740,13272.00
06/01/2013 12:00:00 AM,Taxi,162815,521862.00
07/01/2013 12:00:00 AM,Charter,9748,30706.20
07/01/2013 12:00:00 AM,Commercial Other,37,114.70
07/01/2013 12:00:00 AM,Compliant Parking,21392,62036.80
07/01/2013 12:00:00 AM,Consolidated Hotel,22567,64315.95
07/01/2013 12:00:00 AM,Courtesy Shuttle,102,0.00
07/01/2013 12:00:00 AM,Crew Shuttle,347,0.00
07/01/2013 12:00:00 AM,Door to Door On Demand,7185,20836.50
07/01/2013 12:00:00 AM,Door to Door Pre-arranged,2198,6703.90
07/01/2013 12:00:00 AM,Door to Door Red-Blue,20528,59531.20
07/01/2013 12:00:00 AM,Hotel Parking Shuttle,2661,7583.85
07/01/2013 12:00:00 AM,Limousine,81546,305797.50
07/01/2013 12:00:00 AM,Long Distance Charter,9,28.35
07/01/2013 12:00:00 AM,NonConsolidated Hotel,92,786.60
07/01/2013 12:00:00 AM,Scheduled,4691,13134.80
07/01/2013 12:00:00 AM,Taxi,158773,506352.00
08/01/2013 12:00:00 AM,Charter,8901,28038.15
08/01/2013 12:00:00 AM,Commercial Other,36,111.60
08/01/2013 12:00:00 AM,Compliant Parking,20179,58519.10
08/01/2013 12:00:00 AM,Consolidated Hotel,22369,63751.65
08/01/2013 12:00:00 AM,Courtesy Shuttle,119,0.00
08/01/2013 12:00:00 AM,Crew Shuttle,311,0.00
08/01/2013 12:00:00 AM,Door to Door On Demand,6047,17536.30
08/01/2013 12:00:00 AM,Door to Door Pre-arranged,1927,5877.35
08/01/2013 12:00:00 AM,Door to Door Red-Blue,16452,47710.80
08/01/2013 12:00:00 AM,Hotel Parking Shuttle,2248,6406.80
08/01/2013 12:00:00 AM,Limousine,76998,288742.50
08/01/2013 12:00:00 AM,Long Distance Charter,5,15.75
08/01/2013 12:00:00 AM,NonConsolidated Hotel,97,829.35
08/01/2013 12:00:00 AM,Scheduled,4691,13134.80
08/01/2013 12:00:00 AM,Taxi,165440,536142.00
09/01/2013 12:00:00 AM,Charter,7774,24488.10
09/01/2013 12:00:00 AM,Commercial Other,29,89.90
09/01/2013 12:00:00 AM,Compliant Parking,18185,52736.50
09/01/2013 12:00:00 AM,Consolidated Hotel,20990,59821.50
09/01/2013 12:00:00 AM,Courtesy Shuttle,110,0.00
09/01/2013 12:00:00 AM,Crew Shuttle,296,0.00
09/01/2013 12:00:00 AM,Door to Door On Demand,5533,16045.70
09/01/2013 12:00:00 AM,Door to Door Pre-arranged,1553,4736.65
09/01/2013 12:00:00 AM,Door to Door Red-Blue,14574,42264.60
09/01/2013 12:00:00 AM,Hotel Parking Shuttle,2118,6036.30
09/01/2013 12:00:00 AM,Limousine,79971,299891.25
09/01/2013 12:00:00 AM,Long Distance Charter,9,28.35
09/01/2013 12:00:00 AM,NonConsolidated Hotel,75,641.25
09/01/2013 12:00:00 AM,Scheduled,4740,13272.00
09/01/2013 12:00:00 AM,Taxi,172511,558078.00
10/01/2013 12:00:00 AM,Charter,9109,28693.35
10/01/2013 12:00:00 AM,Commercial Other,30,93.00
10/01/2013 12:00:00 AM,Compliant Parking,20391,59133.90
10/01/2013 12:00:00 AM,Consolidated Hotel,21625,61631.25
10/01/2013 12:00:00 AM,Courtesy Shuttle,117,0.00
10/01/2013 12:00:00 AM,Crew Shuttle,307,0.00
10/01/2013 12:00:00 AM,Door to Door On Demand,6930,20097.00
10/01/2013 12:00:00 AM,Door to Door Pre-arranged,2113,6444.65
10/01/2013 12:00:00 AM,Door to Door Red-Blue,19735,57231.50
10/01/2013 12:00:00 AM,Hotel Parking Shuttle,2688,7660.80
10/01/2013 12:00:00 AM,Limousine,106909,400908.75
10/01/2013 12:00:00 AM,Long Distance Charter,5,15.75
10/01/2013 12:00:00 AM,NonConsolidated Hotel,50,427.50
10/01/2013 12:00:00 AM,Scheduled,4691,13134.80
10/01/2013 12:00:00 AM,Taxi,187644,613510.00
11/01/2013 12:00:00 AM,Charter,7569,23842.35
11/01/2013 12:00:00 AM,Commercial Other,20,62.00
11/01/2013 12:00:00 AM,Compliant Parking,21046,61033.40
11/01/2013 12:00:00 AM,Consolidated Hotel,21556,61434.60
11/01/2013 12:00:00 AM,Courtesy Shuttle,116,0.00
11/01/2013 12:00:00 AM,Crew Shuttle,278,0.00
11/01/2013 12:00:00 AM,Door to Door On Demand,6460,18734.00
11/01/2013 12:00:00 AM,Door to Door Pre-arranged,1771,5401.55
11/01/2013 12:00:00 AM,Door to Door Red-Blue,20230,58667.00
11/01/2013 12:00:00 AM,Hotel Parking Shuttle,2755,7851.75
11/01/2013 12:00:00 AM,Limousine,104243,390911.25
11/01/2013 12:00:00 AM,Long Distance Charter,4,12.60
11/01/2013 12:00:00 AM,Scheduled,4740,13272.00
11/01/2013 12:00:00 AM,Taxi,151672,488746.00
12/01/2013 12:00:00 AM,Charter,8054,25370.10
12/01/2013 12:00:00 AM,Commercial Other,32,99.20
12/01/2013 12:00:00 AM,Compliant Parking,21108,61213.20
12/01/2013 12:00:00 AM,Consolidated Hotel,22340,63669.00
12/01/2013 12:00:00 AM,Courtesy Shuttle,109,0.00
12/01/2013 12:00:00 AM,Crew Shuttle,356,0.00
12/01/2013 12:00:00 AM,Door to Door On Demand,6391,18533.90
12/01/2013 12:00:00 AM,Door to Door Pre-arranged,1922,5862.10
12/01/2013 12:00:00 AM,Door to Door Red-Blue,21718,62982.20
12/01/2013 12:00:00 AM,Hotel Parking Shuttle,2953,8416.05
12/01/2013 12:00:00 AM,Limousine,94963,356111.25
12/01/2013 12:00:00 AM,Long Distance Charter,4,12.60
12/01/2013 12:00:00 AM,Scheduled,4691,13134.80
12/01/2013 12:00:00 AM,Taxi,145021,455846.00
01/01/2014 12:00:00 AM,Charter,8140,25641.00
01/01/2014 12:00:00 AM,Commercial Other,19,58.90
01/01/2014 12:00:00 AM,Compliant Parking,20593,59719.70
01/01/2014 12:00:00 AM,Consolidated Hotel,22348,63691.80
01/01/2014 12:00:00 AM,Courtesy Shuttle,109,0.00
01/01/2014 12:00:00 AM,Crew Shuttle,277,0.00
01/01/2014 12:00:00 AM,Door to Door On Demand,6446,18693.40
01/01/2014 12:00:00 AM,Door to Door Pre-arranged,1878,5727.90
01/01/2014 12:00:00 AM,Door to Door Red-Blue,19209,55706.10
01/01/2014 12:00:00 AM,Hotel Parking Shuttle,2831,8068.35
01/01/2014 12:00:00 AM,Limousine,95096,356610.00
01/01/2014 12:00:00 AM,Long Distance Charter,6,18.90
01/01/2014 12:00:00 AM,Scheduled,4691,13134.80
01/01/2014 12:00:00 AM,Taxi,159674,503148.00
02/01/2014 12:00:00 AM,Charter,7256,22856.40
02/01/2014 12:00:00 AM,Commercial Other,11,34.10
02/01/2014 12:00:00 AM,Compliant Parking,18994,55082.60
02/01/2014 12:00:00 AM,Consolidated Hotel,21427,61066.95
02/01/2014 12:00:00 AM,Courtesy Shuttle,87,0.00
02/01/2014 12:00:00 AM,Crew Shuttle,116,0.00
02/01/2014 12:00:00 AM,Door to Door On Demand,5610,16269.00
02/01/2014 12:00:00 AM,Door to Door Pre-arranged,1459,4449.95
02/01/2014 12:00:00 AM,Door to Door Red-Blue,16314,47310.60
02/01/2014 12:00:00 AM,Hotel Parking Shuttle,2595,7395.75
02/01/2014 12:00:00 AM,Limousine,95054,356452.50
02/01/2014 12:00:00 AM,Long Distance Charter,4,12.60
02/01/2014 12:00:00 AM,NonConsolidated Hotel,59,504.45
02/01/2014 12:00:00 AM,Scheduled,4444,12443.20
02/01/2014 12:00:00 AM,Taxi,145802,467840.00
03/01/2014 12:00:00 AM,Charter,8088,25477.20
03/01/2014 12:00:00 AM,Commercial Other,34,105.40
03/01/2014 12:00:00 AM,Compliant Parking,21614,62680.60
03/01/2014 12:00:00 AM,Consolidated Hotel,26461,75413.85
03/01/2014 12:00:00 AM,Courtesy Shuttle,131,0.00
03/01/2014 12:00:00 AM,Door to Door On Demand,5775,16747.50
03/01/2014 12:00:00 AM,Door to Door Pre-arranged,1826,5569.30
03/01/2014 12:00:00 AM,Door to Door Red-Blue,20583,59690.70
03/01/2014 12:00:00 AM,Limousine,113275,424781.25
03/01/2014 12:00:00 AM,NonConsolidated Hotel,54,461.70
03/01/2014 12:00:00 AM,Scheduled,4691,13134.80
03/01/2014 12:00:00 AM,Taxi,163677,524624.00
